Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Hyundai i10 Sportz 1.2,2010,2.1,6.4,62000,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi,2016,9.3,11.0,41372,Diesel,Individual,Manual,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,12,19.9,70000,Diesel,Individual,Manual,0
Mercedes-Benz GLA Class 200 d Sport,2017,23.5,41.9,35000,Diesel,Individual,Automatic,0
Maruti Alto LXi BSIII,2006,1.8,5.5,71993,Petrol,Individual,Manual,0
Maruti Swift LDI,2015,4.74,6.0,51000,Diesel,Individual,Manual,0
Hyundai Grand i10 Sportz,2016,5.43,6.6,26038,Petrol,Individual,Manual,0
Toyota Fortuner 4x4 AT,2018,31.62,40.9,37713,Diesel,Individual,Automatic,1
Skoda Superb 1.8 TSI MT,2012,3.3,22.1,282000,Petrol,Individual,Manual,0
Maruti Ciaz VXi Plus,2015,5.95,8.1,35770,Petrol,Individual,Manual,0
Hyundai Elantra CRDi SX,2012,9,18.9,125928,Diesel,Individual,Manual,0
Maruti Celerio VXI,2014,3.4,5.7,41123,Petrol,Individual,Manual,0
Maruti Dzire VDI,2012,4.25,8.9,74000,Diesel,Individual,Manual,1
Jeep Compass 2.0 Longitude,2018,17.02,21.4,28937,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2012,6.5,9.9,82085,Diesel,Individual,Manual,0
Toyota Corolla Altis 1.4 DG,2013,7.12,19.3,63854,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,11.25,12.9,3000,Diesel,Individual,Automatic,0
Hyundai Xcent 1.2 VTVT SX,2014,3.67,8.3,64241,Petrol,Individual,Manual,0
BMW X1 sDrive 20d xLine,2016,28.5,48.2,28143,Diesel,Individual,Automatic,0
Volkswagen Vento 2013-2015 1.6 Comfortline,2015,5.49,9.9,23001,Petrol,Individual,Manual,0
Audi A4 2.0 TDI,2013,17.5,43.1,82002,Diesel,Individual,Automatic,1
Hyundai Verna 1.6 CRDi EX MT,2016,6.64,10.1,37451,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.4 VX MT,2017,16.5,22.9,67000,Diesel,Individual,Manual,0
Renault KWID RXT,2017,2.99,4.6,25000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Magna AT,2018,6.76,7.4,5354,Petrol,Individual,Automatic,0
Volkswagen Polo 1.0 MPI Comfortline,2016,5.5,7.3,42000,Petrol,Individual,Manual,1
Maruti Swift VDI BSIV,2014,5.99,7.4,44282,Diesel,Individual,Manual,0
Jaguar XF 2.2 Litre Luxury,2013,26.75,51.9,31400,Diesel,Individual,Automatic,0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2013,6.29,18.6,75000,Diesel,Individual,Manual,0
Audi A4 New 2.0 TDI Multitronic,2012,13.5,31.8,44555,Diesel,Individual,Automatic,0
Maruti Eeco 7 Seater Standard,2013,3.75,5.0,54885,Petrol,Individual,Manual,0
Maruti Wagon R LXI BSIII,2005,1.45,3.4,66000,Petrol,Individual,Manual,0
Toyota Innova Crysta 2.4 VX MT,2016,17.11,23.1,25121,Diesel,Individual,Manual,0
Volkswagen Polo Diesel Trendline 1.2L,2011,2.49,5.5,66035,Diesel,Individual,Manual,0
Mahindra Bolero SLE,2012,4.3,10.3,75000,Diesel,Individual,Manual,0
Audi A4 2.0 TDI,2013,14.5,43.1,67000,Diesel,Individual,Automatic,0
Maruti Alto LXi,2011,2.1,5.5,75000,Petrol,Individual,Manual,0
Maruti Ignis 1.2 Alpha,2017,6.36,7.9,1000,Petrol,Individual,Manual,0
BMW 7 Series 730Ld Eminence,2015,43.6,140.0,29966,Diesel,Individual,Automatic,1
Maruti Wagon R CNG LXI,2013,3.05,5.6,54000,CNG,Individual,Manual,0
Audi A4 2.0 TDI 177 Bhp Technology Edition,2014,25,41.5,24000,Diesel,Individual,Automatic,0
Jeep Compass 2.0 Longitude,2018,19.05,22.5,33218,Diesel,Individual,Manual,0
Hyundai Creta 1.6 CRDi SX Option,2015,11.9,13.7,41000,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2014,9,15.4,70669,Diesel,Individual,Manual,0
Maruti Alto K10 2010-2014 VXI,2012,2.1,3.4,69000,Petrol,Individual,Manual,0
Audi A6 2.7 TDI,2009,8.95,38.7,30000,Diesel,Individual,Automatic,0
Mini Cooper 5 DOOR D,2017,34,42.5,2000,Diesel,Individual,Automatic,0
Tata Zest Revotron 1.2T XMS,2015,4,7.7,40000,Petrol,Individual,Manual,0
Audi A4 2.0 TDI Multitronic,2011,14.5,31.8,105000,Diesel,Individual,Automatic,1
Ford Aspire Titanium Plus Diesel,2015,8.41,9.4,2800,Diesel,Individual,Manual,0
Hyundai i10 Sportz 1.2,2012,3.65,6.4,45000,Petrol,Individual,Manual,0
Audi A4 2.0 TDI,2013,13.5,43.1,45200,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Asta,2016,5.89,8.1,37429,Petrol,Individual,Manual,0
Honda City i-VTEC V,2011,4,11.9,67031,Petrol,Individual,Manual,0
Maruti Celerio VXI AMT,2016,3.94,6.1,47691,Petrol,Individual,Automatic,0
Ford Figo Diesel ZXI,2013,4.1,6.1,71336,Diesel,Individual,Manual,0
Toyota Innova 2.5 V Diesel 7-seater,2006,6.25,9.6,196000,Diesel,Individual,Manual,0
Maruti Dzire VDI,2015,5.25,8.4,28193,Diesel,Individual,Manual,0
Mercedes-Benz SLC 43 AMG,2019,83.96,106.0,2526,Petrol,Individual,Automatic,0
Mercedes-Benz E-Class E 220 d,2013,21,71.2,85000,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2015,4.3,6.8,20780,Petrol,Individual,Manual,0
Toyota Etios GD,2015,5.8,8.1,116000,Diesel,Individual,Manual,1
Mahindra XUV500 W8 2WD,2016,13.52,15.4,41840,Diesel,Individual,Manual,0
Mercedes-Benz GLE 250d,2017,56.73,78.8,25601,Diesel,Individual,Automatic,0
Audi A4 35 TDI Premium,2015,25,43.4,50000,Diesel,Individual,Automatic,0
Maruti Alto LXi,2011,2.15,5.5,76976,Petrol,Individual,Manual,1
Ford Freestyle Titanium Petrol,2007,6,8.1,1261,Petrol,Individual,Manual,0
Hyundai Elite i20 Asta Option,2017,7.53,9.8,59450,Petrol,Individual,Manual,0
Maruti Baleno Delta,2016,5.8,7.4,12573,Petrol,Individual,Manual,0
Toyota Fortuner 2.8 2WD AT,2017,31,38.1,29000,Diesel,Individual,Automatic,0
Maruti Ertiga ZDI,2013,4.85,11.8,68000,Diesel,Individual,Manual,0
Maruti Ertiga SHVS VDI,2017,8.1,9.8,80000,Diesel,Individual,Manual,0
Maruti Swift VDI,2013,5.65,8.4,84000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2011,2.5,6.2,77400,Diesel,Individual,Manual,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,10.75,19.9,105044,Diesel,Individual,Manual,0
Hyundai Creta 1.6 SX Option,2016,11,16.1,24347,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,2014,8.42,15.4,49663,Diesel,Individual,Manual,0
Honda City i-VTEC CVT VX,2017,11.6,15.3,17000,Petrol,Individual,Automatic,0
Jaguar XF 2.2 Litre Luxury,2016,33.63,51.9,13418,Diesel,Individual,Automatic,0
Maruti Swift VDI BSIV W ABS,2010,4.25,7.4,86514,Diesel,Individual,Manual,0
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,25.02,46.5,66882,Diesel,Individual,Automatic,0
Honda Brio 1.2 VX MT,2014,3.95,6.6,41460,Petrol,Individual,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,2015,4.95,6.2,34010,Petrol,Individual,Manual,2
Land Rover Discovery HSE Luxury 3.0 TD6,2017,41.6,127.0,35000,Diesel,Individual,Automatic,0
Maruti Alto LXi,2008,1.2,5.5,26299,Petrol,Individual,Manual,0
Toyota Fortuner 2.8 4WD MT,2015,23,39.6,150386,Diesel,Individual,Manual,0
Ford Figo Diesel Titanium,2013,3.9,6.2,65000,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,2017,8,10.9,80000,Diesel,Individual,Manual,0
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,2016,17.75,25.8,13000,Petrol,Individual,Automatic,0
Maruti Ritz VDi,2013,5.05,6.2,73278,Diesel,Individual,Manual,0
Audi A4 2.0 TFSI,2011,12,43.1,38000,Petrol,Individual,Automatic,0
Maruti Wagon R VXI,2016,3.6,5.3,16956,Petrol,Individual,Manual,0
Toyota Camry Hybrid,2015,25,45.3,25000,Petrol,Individual,Automatic,0
Maruti Wagon R VXI,2010,1.75,5.6,38000,Petrol,Individual,Manual,1
Toyota Fortuner 4x2 Manual,2015,22,32.6,73500,Diesel,Individual,Manual,0
Honda Brio 1.2 VX AT,2017,5.99,8.1,20000,Petrol,Individual,Automatic,0
Volkswagen Polo Petrol Comfortline 1.2L,2011,3.05,6.2,46000,Petrol,Individual,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,2010,2.4,6.2,65000,Petrol,Individual,Manual,0
Toyota Etios Cross 1.4L GD,2016,6.71,8.8,36681,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2014,7.2,15.4,67000,Diesel,Individual,Manual,1
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,6.63,11.2,56409,Diesel,Individual,Manual,0
Maruti Ertiga VXI CNG,2016,7.5,10.4,65263,CNG,Individual,Manual,0
Honda City i-VTEC CVT ZX,2018,14.21,17.4,20300,Petrol,Individual,Automatic,0
Maruti Celerio ZXI MT,2017,5.11,5.7,21799,Petrol,Individual,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2017,22.99,26.6,35358,Diesel,Individual,Automatic,0
Maruti Ritz VDi,2012,2.85,6.2,39772,Diesel,Individual,Manual,0
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,18.5,46.5,58000,Diesel,Individual,Automatic,0
Honda Civic 2006-2010 1.8 V MT,2008,3,13.5,152000,Petrol,Individual,Manual,1
Tata Tiago 1.2 Revotron XT,2016,3.6,5.6,42700,Petrol,Individual,Manual,0
Audi A4 2.0 TDI,2014,24,43.1,60000,Diesel,Individual,Automatic,0
Toyota Fortuner 2.8 4WD MT,2010,13.7,37.5,110000,Diesel,Individual,Manual,0
Maruti Wagon R VXI 1.2,2015,3.1,5.9,55000,Petrol,Individual,Manual,0
Honda City i-DTEC ZX,2017,12.9,17.0,46000,Diesel,Individual,Manual,0
Mercedes-Benz M-Class ML 350 CDI Corporate,2012,22.58,67.0,63888,Diesel,Individual,Automatic,0
BMW 5 Series 520d Luxury Line,2012,17.5,63.7,95000,Diesel,Individual,Automatic,1
Toyota Etios GD,2012,4.45,8.1,58253,Diesel,Individual,Manual,1
Ford Figo Diesel Titanium,2011,2.35,6.2,95000,Diesel,Individual,Manual,2
Honda Amaze S i-Dtech,2014,4.1,7.8,52000,Diesel,Individual,Manual,1
Ford EcoSport 1.5 Diesel Titanium,2017,8.45,11.5,39000,Diesel,Individual,Manual,0
Toyota Fortuner 2.8 4WD MT,2010,10.75,37.5,140000,Diesel,Individual,Manual,0
Hyundai Santro Xing GLS CNG,2010,1.65,3.5,55000,CNG,Individual,Manual,1
Mahindra Ssangyong Rexton RX7,2015,11.03,25.2,67415,Diesel,Individual,Automatic,0
Maruti Celerio VXI,2016,3.5,5.7,25562,Petrol,Individual,Manual,0
Hyundai i20 Sportz 1.2,2016,6.3,8.0,30292,Petrol,Individual,Manual,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,15.5,36.9,87000,Diesel,Individual,Automatic,0
Maruti Alto K10 2010-2014 VXI,2013,2.2,3.4,90121,Petrol,Individual,Manual,0
Maruti Swift VDI,2016,5.22,7.9,62192,Diesel,Individual,Manual,0
Maruti Ciaz Alpha,2018,9.18,11.4,38394,Petrol,Individual,Manual,0
Audi A4 2.0 TDI,2011,13.95,43.1,85000,Diesel,Individual,Automatic,0
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2010,5.21,18.6,105000,Diesel,Individual,Manual,1
Maruti Alto LXi BSIII,2008,1.2,5.5,68000,Petrol,Individual,Manual,2
Hyundai Elantra 2.0 SX Option AT,2016,13.9,21.8,28000,Petrol,Individual,Automatic,0
Volkswagen Vento 1.5 TDI Trendline,2011,3.25,11.3,47000,Diesel,Individual,Manual,0
Hyundai i20 Sportz 1.2,2015,4.95,8.0,50000,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,2014,9.8,15.4,55000,Diesel,Individual,Manual,0
Mercedes-Benz E-Class E 350 d,2019,78.8,92.5,9312,Diesel,Individual,Automatic,0
Hyundai Elantra 2.0 SX Option AT,2015,9.69,23.6,58239,Petrol,Individual,Automatic,0
Volkswagen Vento Diesel Comfortline,2012,4.25,10.0,90906,Diesel,Individual,Manual,0
Mahindra Ssangyong Rexton RX7,2013,14.5,25.2,61202,Diesel,Individual,Automatic,0
Nissan Terrano XL D Option,2014,5.65,15.1,51000,Diesel,Individual,Manual,0
Toyota Fortuner 2.8 2WD AT,2016,22.5,34.5,88008,Diesel,Individual,Automatic,1
Honda Amaze S i-Dtech,2014,4.5,7.8,48000,Diesel,Individual,Manual,1
Mercedes-Benz GLA Class 200 d Sport,2018,28.9,41.9,10000,Diesel,Individual,Automatic,0
Maruti Swift VDI,2014,5.8,6.9,85512,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2015,8.85,15.4,36096,Diesel,Individual,Manual,0
Mini Cooper Convertible S,2012,22,44.3,17000,Petrol,Individual,Automatic,1
Toyota Corolla Altis G MT,2014,7.95,17.7,27000,Petrol,Individual,Manual,0
Mini Cooper 3 DOOR S,2013,21.5,39.6,21000,Petrol,Individual,Automatic,0
Maruti Wagon R CNG LXI,2014,3.9,5.5,29202,CNG,Individual,Manual,0
Maruti Ritz VDi,2009,2.35,6.2,73000,Diesel,Individual,Manual,1
Maruti Wagon R LXI CNG,2013,2.95,6.4,83875,CNG,Individual,Manual,1
Skoda Rapid 1.6 MPI AT Ambition,2017,8.11,13.7,32000,Petrol,Individual,Automatic,0
Hyundai Santro Xing GLS CNG,2011,3.1,3.5,17000,CNG,Individual,Manual,0
Maruti Ertiga VDI,2017,7.65,11.2,65000,Diesel,Individual,Manual,0
Mahindra XUV500 AT W10 FWD,2018,16.52,17.3,24500,Diesel,Individual,Automatic,0
Skoda Superb Elegance 1.8 TSI AT,2016,14.05,22.3,56674,Petrol,Individual,Automatic,0
Maruti Ciaz VXi Plus,2016,6.75,8.1,51950,Petrol,Individual,Manual,0
Toyota Etios GD,2012,3,8.1,150000,Diesel,Individual,Manual,2
Ford EcoSport 1.5 Petrol Trend,2016,6,9.5,21460,Petrol,Individual,Manual,0
Honda Jazz V CVT,2015,7.25,10.2,33000,Petrol,Individual,Automatic,0
Renault KWID RXT,2016,3.2,4.6,73000,Petrol,Individual,Manual,0
Toyota Fortuner 4x2 Manual,2015,23,32.6,59000,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,2017,9,11.5,48324,Diesel,Individual,Manual,0
Mercedes-Benz New C-Class C 200 CGI Elegance,2011,11.5,55.0,51000,Petrol,Individual,Automatic,0
Hyundai Grand i10 1.2 CRDi Sportz,2017,5.92,8.2,20773,Diesel,Individual,Manual,0
Volkswagen Polo 1.5 TDI Highline,2016,6.29,9.6,22000,Diesel,Individual,Manual,0
Hyundai Santro Xing GL Plus,2014,2.7,3.7,41125,Petrol,Individual,Manual,0
Mercedes-Benz B Class B200 CDI,2017,20.28,28.3,43812,Diesel,Individual,Automatic,0
BMW 3 Series 320d,2013,17.99,47.9,25000,Diesel,Individual,Automatic,0
Ford Figo Diesel EXI Option,2012,3.12,5.8,72500,Diesel,Individual,Manual,0
Maruti Wagon R LXI BSIII,2007,1.65,3.4,83000,Petrol,Individual,Manual,0
Mahindra Xylo H4,2015,4.85,11.7,82000,Diesel,Individual,Manual,1
Toyota Camry Hybrid,2016,27,45.3,29277,Petrol,Individual,Automatic,0
Ford Figo Diesel ZXI,2011,2.25,6.1,60000,Diesel,Individual,Manual,0
Hyundai i20 Sportz 1.2,2016,6.14,8.0,61823,Petrol,Individual,Manual,0
Hyundai i10 Magna CNG,2012,2.85,7.16,53000,CNG,Individual,Manual,1
Maruti Dzire VDI,2011,4,9.1,110000,Diesel,Individual,Manual,0
Volkswagen Polo 1.5 TDI Highline,2012,3.6,10.0,68038,Diesel,Individual,Manual,0
Chevrolet Beat Diesel LS,2014,3.7,3.9,55012,Diesel,Individual,Manual,1
BMW 5 Series 520d Luxury Line,2013,21.75,63.7,55000,Diesel,Individual,Automatic,0
Mercedes-Benz GLC 220d 4MATIC Sport,2017,45,64.1,25000,Diesel,Individual,Automatic,0
Maruti Alto K10 VXI,2011,3.19,4.7,46808,Petrol,Individual,Manual,1
Hyundai Xcent 1.2 VTVT S,2015,6.2,7.9,65743,Petrol,Individual,Manual,0
Hyundai Creta 1.6 SX Option,2016,10.25,16.4,29477,Petrol,Individual,Manual,0
Toyota Fortuner 2.8 2WD AT,2017,30,37.4,40000,Diesel,Individual,Automatic,0
Ford EcoSport 1.5 Diesel Titanium,2017,8.99,11.9,30000,Diesel,Individual,Manual,0
Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,7.75,12.5,62000,Diesel,Individual,Manual,0
Tata Zest Revotron 1.2T XE,2017,4.5,6.6,47000,Petrol,Individual,Manual,1
Chevrolet Beat Diesel LS,2013,3.85,3.9,44378,Diesel,Individual,Manual,0
Maruti Alto LXi,2007,1.65,5.5,76161,Petrol,Individual,Manual,0
Toyota Innova 2.5 V Diesel 7-seater,2011,7.1,9.6,72000,Diesel,Individual,Manual,0
Audi A4 35 TDI Premium Sport,2016,28,39.7,11000,Diesel,Individual,Automatic,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,9.38,11.8,45362,Diesel,Individual,Manual,0
Hyundai Grand i10 Sportz,2016,4.78,6.6,59767,Petrol,Individual,Manual,0
Tata Hexa XTA,2019,17.85,22.7,14233,Diesel,Individual,Automatic,0
Skoda Superb Style 1.8 TSI AT,2010,3.75,33.4,62004,Petrol,Individual,Automatic,1
Volkswagen Vento 1.5 TDI Highline AT,2016,8.95,15.9,25500,Diesel,Individual,Automatic,0
Maruti Swift VDI BSIV,2013,5,7.4,68800,Diesel,Individual,Manual,0
Hyundai Santro Xing GLS,2007,1.85,3.5,69775,Petrol,Individual,Manual,1
Maruti Swift VDI BSIV,2016,6.45,7.4,51787,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2014,5.99,9.9,47052,Diesel,Individual,Manual,0
Audi A4 35 TDI Premium,2016,25.75,43.4,39644,Diesel,Individual,Automatic,0
Tata Indica Vista Quadrajet VX,2012,2.2,5.9,137800,Diesel,Individual,Manual,0
Mercedes-Benz E-Class E 220 d,2018,56.5,70.6,11000,Diesel,Individual,Automatic,0
BMW 3 Series 320d Luxury Line,2014,21,54.4,18600,Diesel,Individual,Automatic,1
Hyundai Santro Xing GLS,2010,1.36,3.5,35008,Petrol,Individual,Manual,0
Maruti Swift VDI,2018,6,6.9,30000,Diesel,Individual,Manual,0
Maruti Wagon R LXI BSIII,2007,2.2,3.4,84169,Petrol,Individual,Manual,0
Hyundai i20 Sportz 1.2,2017,5.75,8.0,14001,Petrol,Individual,Manual,0
Land Rover Discovery SE 3.0 TD6,2016,36.75,113.0,59000,Diesel,Individual,Automatic,0
Mercedes-Benz CLA 200 CDI Sport,2017,27.87,45.4,20969,Diesel,Individual,Automatic,0
Maruti Vitara Brezza ZDi,2018,8.75,10.1,2900,Diesel,Individual,Manual,0
Maruti Swift Dzire Vdi BSIV,2016,4.79,6.8,69000,Diesel,Individual,Manual,0
Skoda Rapid 1.5 TDI Ambition,2018,11.92,14.2,5833,Diesel,Individual,Manual,0
Mahindra NuvoSport N8,2017,7.57,11.8,37712,Diesel,Individual,Manual,0
Audi A4 2.0 TDI Premium Sport Limited Edition,2015,23.45,43.1,21979,Diesel,Individual,Automatic,0
Datsun redi-GO T Option,2018,3.48,4.1,30953,Petrol,Individual,Manual,0
Maruti Swift VDI,2012,4.4,6.9,78000,Diesel,Individual,Manual,0
Jeep Compass 2.0 Limited 4X4,2018,21.69,27.0,48188,Diesel,Individual,Manual,0
Mahindra Scorpio VLX 2WD BSIV,2014,6.75,18.6,45128,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2017,20.14,28.1,65367,Diesel,Individual,Automatic,0
Mahindra Ssangyong Rexton RX7,2014,9.47,25.2,91586,Diesel,Individual,Automatic,1
Hyundai i10 Sportz 1.2,2011,2.2,6.4,37000,Petrol,Individual,Manual,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,20.04,36.9,57773,Diesel,Individual,Automatic,1
Maruti Wagon R VXI AMT,2016,4.15,6.1,8000,Petrol,Individual,Automatic,0
Hyundai i20 2015-2017 Magna 1.2,2016,5.4,6.1,20600,Petrol,Individual,Manual,0
Maruti Alto K10 VXI,2016,3.15,4.8,13198,Petrol,Individual,Manual,0
Tata Tiago AMT 1.2 Revotron XZA,2019,6.97,7.2,15379,Petrol,Individual,Automatic,0
Hyundai i10 Sportz 1.2,2011,3.2,6.4,60000,Petrol,Individual,Manual,0
Renault Duster 85PS Diesel RxL Optional,2013,6.69,19.5,75371,Diesel,Individual,Manual,0
Mini Cooper Convertible S,2016,35,44.3,15000,Petrol,Individual,Automatic,0
Hyundai Verna CRDi 1.6 SX Option,2017,11.5,15.7,50000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2012,3.52,6.2,23598,Diesel,Individual,Manual,0
Tata Indica Vista Quadrajet LS,2014,2.5,5.3,180000,Diesel,Individual,Manual,0
Renault Duster 85PS Diesel RxE,2016,6.5,11.3,54000,Diesel,Individual,Manual,0
Audi A4 1.8 TFSI,2010,8.5,43.1,38001,Petrol,Individual,Automatic,0
Hyundai Creta 1.6 CRDi SX Option,2016,14.25,13.7,11554,Diesel,Individual,Manual,0
Hyundai Getz GLS ABS,2005,0.8,4.0,91000,Petrol,Individual,Manual,2
Maruti Wagon R LXI CNG,2012,2.9,6.4,90400,CNG,Individual,Manual,0
Hyundai Grand i10 Sportz,2015,4.6,6.6,14000,Petrol,Individual,Manual,0
Maruti Swift VDI BSIV,2007,2.35,7.4,121000,Diesel,Individual,Manual,1
Tata Nano Twist XT,2015,1.74,2.5,19963,Petrol,Individual,Manual,1
Honda BRV i-VTEC V MT,2016,8,13.6,9200,Petrol,Individual,Manual,0
Honda Amaze S Diesel,2015,5.99,9.1,29000,Diesel,Individual,Manual,0
Porsche Panamera Diesel,2015,75,158.0,25100,Diesel,Individual,Automatic,0
Maruti Alto K10 VXI,2018,3.63,4.1,46805,Petrol,Individual,Manual,0
Tata Zest Revotron 1.2T XE,2017,4.25,6.8,100000,Petrol,Individual,Manual,0
Tata Indica V2 eLS,2017,3,4.7,129000,Diesel,Individual,Manual,0
Maruti Wagon R LXI,2011,3.36,5.0,15466,Petrol,Individual,Manual,0
Skoda Superb 3.6 V6 FSI,2010,6,28.1,54000,Petrol,Individual,Automatic,0
BMW 3 Series 320d,2011,10.3,43.8,70000,Diesel,Individual,Automatic,0
Maruti Wagon R VXI,2014,3.41,5.1,41994,Petrol,Individual,Manual,0
Ford Figo Diesel EXI,2010,2.4,5.7,108882,Diesel,Individual,Manual,1
Audi Q3 35 TDI Quattro Premium Plus,2015,27.5,48.6,51000,Diesel,Individual,Automatic,0
Maruti Wagon R VXI 1.2,2015,3.5,5.7,64876,Petrol,Individual,Manual,0
Maruti Celerio CNG VXI MT,2016,4.58,5.9,70536,CNG,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,10.34,12.6,25299,Diesel,Individual,Manual,0
Hyundai Santro Xing GLS,2008,2.25,3.5,68282,Petrol,Individual,Manual,0
Porsche Panamera Diesel 250hp,2014,51.52,158.0,60033,Diesel,Individual,Automatic,0
Honda Amaze V Petrol,2016,5.47,8.2,40866,Petrol,Individual,Manual,0
Jaguar XF 2.2 Litre Luxury,2014,31,51.9,55001,Diesel,Individual,Automatic,0
Mini Cooper Convertible S,2017,35.98,44.3,20469,Petrol,Individual,Automatic,0
Toyota Etios VX,2012,2.99,7.9,55000,Petrol,Individual,Manual,0
Volkswagen Ameo 1.5 TDI Highline,2018,7.9,9.7,31426,Diesel,Individual,Manual,0
Honda Brio VX AT,2014,4.95,6.9,28000,Petrol,Individual,Automatic,0
Maruti Baleno Alpha CVT,2019,9.51,10.3,13574,Petrol,Individual,Automatic,0
Hyundai Grand i10 Sportz,2017,4.5,6.6,23000,Petrol,Individual,Manual,0
Ford Figo Diesel EXI,2014,2.55,5.7,45001,Diesel,Individual,Manual,1
BMW 5 Series 520d Luxury Line,2013,19.5,63.7,90000,Diesel,Individual,Automatic,0
Mahindra XUV500 W8 2WD,2015,12,15.4,76000,Diesel,Individual,Manual,1
Maruti Ritz VDi,2012,3.9,6.2,78401,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,2017,9.13,11.1,38426,Diesel,Individual,Manual,0
Maruti Eeco 7 Seater Standard,2011,2.25,4.7,45000,Petrol,Individual,Manual,0
Maruti Wagon R LXI,2010,2.35,5.0,37822,Petrol,Individual,Manual,0
Hyundai i20 Sportz 1.2,2013,3.65,8.0,92408,Petrol,Individual,Manual,0
Maruti Swift VDI Optional,2018,7.05,6.9,61386,Diesel,Individual,Manual,0
Chevrolet Beat Diesel LS,2012,2.1,3.9,58000,Diesel,Individual,Manual,0
Skoda Superb Elegance 1.8 TSI AT,2014,11.6,22.3,38000,Petrol,Individual,Automatic,0
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2012,19.25,43.1,49000,Diesel,Individual,Automatic,1
Toyota Innova Crysta 2.4 VX MT 8S,2017,17.92,24.0,72202,Diesel,Individual,Manual,0
Mercedes-Benz GLE 350d,2018,59.29,95.1,30706,Diesel,Individual,Automatic,0
Hyundai Getz GLE,2006,1.75,3.6,44000,Petrol,Individual,Manual,1
Maruti Baleno Alpha,2016,6.75,8.8,12208,Petrol,Individual,Manual,0
Volkswagen Polo GT TSI,2017,8.25,11.3,27853,Petrol,Individual,Automatic,0
Mahindra Ssangyong Rexton RX7,2013,8.79,25.2,76000,Diesel,Individual,Automatic,1
Maruti Alto LXi,2010,1.55,5.5,38127,Petrol,Individual,Manual,0
Nissan Micra Diesel XV,2011,3.6,8.1,86732,Diesel,Individual,Manual,0
Mahindra Ssangyong Rexton RX7,2013,10.5,25.2,66372,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2018,6.07,6.7,20689,Petrol,Individual,Manual,0
Hyundai i20 1.2 Magna,2012,4.05,7.1,38214,Petrol,Individual,Manual,1
Mahindra Scorpio VLX 2.2 mHawk BSIII,2010,4.4,18.6,72000,Diesel,Individual,Manual,0
Renault KWID RXT,2016,3.1,4.6,24000,Petrol,Individual,Manual,0
Renault KWID 1.0 RXT Optional AMT,2017,4.28,5.4,53285,Petrol,Individual,Automatic,0
Mercedes-Benz GLE 350d,2017,64.95,91.2,19863,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2018,5.55,7.1,3958,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,2013,7.31,15.4,73648,Diesel,Individual,Manual,0
BMW X3 xDrive 20d Luxury Line,2009,17.98,69.6,58000,Diesel,Individual,Automatic,0
Mahindra XUV500 W8 2WD,2015,12.49,15.4,36836,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV,2015,6.5,7.4,23000,Diesel,Individual,Manual,0
